Accountant,Accountant,Accountant
"Keeper, Telegraph",Telegraph keeper,Keeper
Knacker,Knacker,Knacker
Knitter,Knitter,Knitter
"Knitter, Framework",Framework knitter,Knitter
Label-maker,"Label maker,Maker of labels",Maker
Labourer,Labourer,Labourer
"Labourer, Agricultural",Agricultural labourer,Agricultural labourer
Lace Agent,Lace agent,Agent
Lace-dealer and Laceman,"Lace dealer,Laceman,Lacewoman,Dealer in lace","Dealer,Laceman,Lacewoman"
Lace-manufacture (all branches),Lace manufacturer,Manufacturer
Lamp and Lantern-maker,"Lamp maker,Lantern maker,Maker of lamps,Maker of lanterns",Maker
Lamp-black-maker,"Lamp black maker,Maker of lamp black,Maker of lamp blacks",Maker
Lamp-contractor,Lamp contractor,Contractor
Land Agent,Land agent,Agent
Lapidary,Lapidarist,Lapidarist
Last-maker,"Last maker,Maker of lasts",Maker
Lath-maker and Render,"Lath maker,Last render,Maker of laths","Maker,Lace render"
"Laundry-keeper, Washer, and Mangler","Laundry keeper,Laundry washer,Laundry mangler","Keeper,Washer,Mangler"
Law Agent,Law agent,Law agent
Law Officer,Law officer,Law officer
Lead Agent,Lead agent,Agent
Lead-manufacture (all branches),Lead manufacturer,Manufacturer
Leather-case-maker,"Leather case maker,Maker of leather cases",Maker
Leather-embosser and Gilder,"Leather embosser,Leather gilder","Embosser,Gilder"
Leather-pipe-maker,"Leather pipe maker,Maker of leather pipes",Maker
Leech bleeder and Dealer,"Leech bleeder,Leech dealer,Dealer in leeches","Bleeder,Dealer"
Letter-cutter and Maker,"Letter cutter,Letter maker,Maker of letters","Cutter,Maker"
Librarian,Librarian,Librarian
Limb (Artificial) maker,"Artificial limb maker,Maker of artificial limbs",Maker
Lime-burner,Lime burner,Lime burner
Lime-dealer and Merchant,"Lime dealer,Lime merchant,Dealer in lime","Dealer,Merchant"
Linen Agent and Merchant,"Linen agent,Linen merchant","Agent,Merchant"
Lint-manufacture,Lint manufacturer,Manufacturer
Lithographer and Lithographic Printer,"Lithographer,Lithographic printer","Lithographer,Printer"
Livery-stable-keeper,Livery stable keeper,Keeper
Locksmith and Bell-hanger,"Locksmith,Bell hanger","Locksmith,Bell hanger"
Lodging and Boarding-house Keeper,"Lodging keeper,Boarding house keeper",Keeper
Looking-glass-maker,"Looking glass maker,Maker of looking glasses",Maker
Maltster,Maltster,Maltster
Manchester Warehouseman,"Warehouseman,Warehousewoman","Warehouseman,Warehousewoman"
Mangle-maker,"Mangle maker,Maker of mangles",Maker
Manure-dealer,"Manure dealer,Dealer in manure",Dealer
Map-maker and Publisher,"Map maker,Map publisher,Maker of maps","Maker,Publisher"
Marble-merchant and Dealer,"Marble merchant,Marble dealer,Dealer in marble","Merchant,Dealer"
Marble-turner and Worker,"Marble turner,Marble worker","Turner,Worker"
Marine-store-dealer,"Marine store dealer,Dealer in marine store",Dealer
Marines (on shore),Marine,Marine
Mark-maker,"Mark maker,Maker of marks",Maker
Mask-maker,"Mask maker,Maker of masks",Maker
"Mason, Marble",Marble mason,Mason
"Mason, Paviour, and Statuary","Mason,Paviour,Statuary","Mason,Paviour,Statuary"
Mat-maker,"Mat maker,Maker of mats",Maker
Match-maker and Seller,"Match maker,Match seller,Maker of matches","Maker,Seller"
Mathematical Instrument-maker,"Mathematical instrument maker,Maker of mathematical instruments",Maker
Measure (Tape) maker,"Tape measure maker,Maker of tape measures",Maker
Measure-maker,"Measure maker,Maker of measures",Maker
Medalist and Medal-maker,"Medalist,Medal maker,Maker of medals",Maker
Medicine Vender,Medicine vender,Vender
Merchant,Merchant,Merchant
"Metal Agent, Merchant, and Dealer","Metal agent,Metal merchant,Metal dealer,Dealer in metal","Agent,Merchant,Dealer"
Metal-manufacture (all branches),Metal manufacturer,Manufacturer
Meter (branch not specified),Meter,Meter
Midwife,Midwife,Midwife
Milk-seller and Cow-keeper,"Milk seller,Cow keeper","Seller,Keeper"
Miller,Miller,Miller
Millstone-maker,"Millstone maker,Maker of millstones",Maker
Millwright,Millwright,Millwright
Mine Agent,Mine agent,Agent
Miner (branch not specified),Miner,Miner
"Miner, Calamine",Calamine miner,Miner
"Miner, Coal",Coal miner,Miner
"Miner, Copper",Copper miner,Miner
"Miner, Iron",Iron miner,Miner
"Miner, Jet",Jet miner,Miner
"Miner, Lead",Lead miner,Miner
"Miner, Manganese",Manganese miner,Miner
"Miner, Salt",Salt miner,Miner
"Miner, Silver and Lead","Siver miner,Lead miner",Miner
"Miner, Tin",Tin miner,Miner
"Miner, Tin and Copper","Tin miner,Copper miner",Miner
Mineralogist and Mineral-dealer,"Mineralogist,Mineral dealer,Dealer in mineral,Dealer in minerals","Mineralogist,Dealer"
Minister,Minister,Minister
Modeller,Modeller,Modeller
Mop-maker,"Mop maker,Maker of mops",Maker
Morocco leather Manufacture,Morocco leather manufacturer,Manufacturer
Mould-maker (all branches),"Mould maker,Maker of moulds",Maker
Moulder (branch not specified),Moulder,Moulder
Music Copyist,Music copyist,Copyist
Music Engraver and Printer,"Music engraver,Music printer","Engraver,Printer"
Music Seller and Publisher,"Music seller,Music publisher","Seller,Publisher"
Musical Instrument-maker (all branches),"Musical instrument maker,Maker of musical instruments",Maker
Musical String-maker,"Musical string maker,Maker of musical strings",Maker
Musician and Organist,"Musician,Organist","Musician,Organist"
Muslin-manufacture (all branches),Muslin manufacturer,Manufacturer
Mustard-manufacture,Mustard manufacturer,Manufacturer
Nail-manufacture (all branches),Nail manufacturer,Manufacturer
Naturalist,Naturalist,Naturalist
Nautical Instrument-maker,"Nautical instrument maker,Maker of nautical instruments",Maker
Navy (seamen on shore),"Navy seaman,Navy man,Navy woman","Seaman,Navy man,Navy woman"
Navy Agent,Navy agent,Navy agent
"Navy, Half-pay","Navy seaman,Navy man,Navy woman","Seaman,Navy man,Navy woman"
Needle-manufacture (all branches),Needle manufacturer,Manufacturer
Net-maker,"Net maker,Maker of nets",Maker
News Agent and Vender,"News agent,News vender","News agent,Vender"
"Newspaper Editor, Proprietor, and Reporter","Newspaper editor,Newspaper proprietor,Newspaper reporter","Editor,Proprietor,Reporter"
Notary and Proctor,"Notary,Proctor","Notary,Proctor"
Nurse,Nurse,Nurse
Nurseryman and Florist,"Nurseryman,Nurserywoman,Florist","Nurseryman,Nurserywoman,Florist"
Oculist,Oculist,Oculist
Oil and Colourman,"Oilman,Colourman,Colourwoman","Oilman,Colourman,Colourwoman"
Oil Merchant,Oil merchant,Merchant
Oil-miller,Oil miller,Miller
Optician,Optician,Optician
Organ-builder,Organ builder,Builder
Ormolu-maker,"Ormolu maker,Maker of ormolu",Maker
Ornament-maker,"Ornament maker,Maker of ornaments",Maker
Ornithologist,Ornithologist,Ornithologist
Other Persons employed in Trade (branch not specified),"Tradesman,Tradeswoman","Tradesman,Tradeswoman"
Oven-maker,"Oven maker,Maker of ovens",Maker
Packer and Presser,"Packer,Presser","Packer,Presser"
"Painter, Herald",Herald painter,Painter
"Painter, Plumber, and Glazier","Painter,Plumber,Glazier","Painter,Plumber,Glazier"
Pan-maker,"Pan maker,Maker of pans",Maker
Pansmith (Salt),Salt pansmith,Pansmith
Paper Box-maker,"Paper box maker,Maker of paper boxes",Maker
Paper Ruler,Paper ruler,Ruler
Paper Stainer,Paper stainer,Stainer
Paper-maker,"Paper maker,Maker of paper",Maker
Paper-manufacture (all branches),Paper manufacturer,Manufacturer
"Paper, Merchant and Dealer","Paper merchant,Paper dealer,Dealer in paper","Merchant,Dealer"
Papier-mache Manufacture,Papier mache manufacturer,Manufacturer
Parchment-maker and Dealer,"Parchment maker,Parchment dealer,Dealer in parchment,Maker of parchment","Maker,Dealer"
Parliamentary Agent,Parliamentary agent,Parliamentary agent
"Parochial, Church, and Corporation Officer","Parochial officer,Church officer,Corporation officer","Parochial officer,Church officer,Corporation officer"
Paste-board-maker,"Paste board maker,Maker of paste board",Maker
Pastry-cook and Confectioner,"Pastry cook,Confectioner","Cook,Confectioner"
Patten and Clog-maker,"Patten maker,Clog maker,Maker of pattens,Maker of clogs",Maker
Pattern-card-maker,"Pattern card maker,Maker of pattern cards",Maker
Pattern-designer and Maker,"Pattern designer,Pattern maker,Maker of patterns","Designer,Maker"
Pawnbroker,Pawnbroker,Pawnbroker
Pearl-cutter and Worker,"Pearl cutter,Pearl worker","Cutter,Pearl worker"
Peat-dealer,"Peat dealer,Dealer in peat",Dealer
Peel-maker,"Peel maker,Maker of peels",Maker
Peg-maker,"Peg maker,Maker of pegs",Maker
Pen (Steel) Maker,"Steel pen maker,Maker of steel pens",Maker
Pen-holder-maker,"Pen holder maker,Maker of pen holders",Maker
Pen-maker and Dealer,"Pen maker,Pen dealer,Maker of pens,Dealer in pens","Maker,Dealer"
Pencil-case-maker,"Pencil case maker,Maker of pencil cases",Maker
Pencil-maker,"Pencil maker,Maker of pencils",Maker
Percussion-cap-maker,"Percussion cap maker,Maker of percussion caps",Maker
Perfumer,Perfumer,Perfumer
Pewterer and Pewter Pot-maker,"Pewterer,Pewter pot maker,Maker of pewter pots","Pewterer,Maker"
Philosophical Instrument-maker,"Philosophical instrument maker,Maker of philosophical instruments",Maker
Phrenologist,Phrenologist,Phrenologist
Physician,Physician,Physician
Picture-dealer and Cleaner,"Picture dealer,Picture cleaner,Dealer in pictures","Dealer,Picture cleaner"
Picture-frame-maker,"Picture frame maker,Maker of picture frames",Maker
Pig-dealer and Merchant,"Pig dealer,Pig merchant,Dealer in pigs","Dealer,Merchant"
Pin Manufacture (all branches),Pin manufacturer,Manufacturer
Pipe (Tobacco) Maker,"Tobacco pipe maker,Maker of tobacco pipes",Maker
Pipe-maker,"Pipe maker,Maker of pipes",Maker
Pitch and Tar-merchant,"Pitch merchant,Tar merchant",Merchant
Plaister and Strapping-maker,"Plaister maker,Strapping maker,Maker of plaister,Maker of strapping",Maker
Plaster Manufacture,Plaster manufacturer,Manufacturer
Plasterer,Plasterer,Plasterer
Plate-layer,Plate layer,Plate layer
Plated ware-manufacture,Plated ware manufacturer,Manufacturer
Plater,Plater,Plater
Plush and Shag-manufacture (all branches),"Plush manufacturer,Shag manufacturer",Manufacturer
Pocket-book and Card-case-maker,"Pocket book maker,Card case maker,Maker of pocket books,Maker of card cases",Maker
Pole-dealer and Maker,"Pole dealer,Pole maker,Dealer in poles,Maker of poles","Dealer,Maker"
"Police-officer, Constable, and Watchman","Police officer,Constable,Watchman","Police officer,Constable,Watchman"
Polisher,Polisher,Polisher
Polishing-paste-maker,"Polishing paste maker,Maker of polishing paste",Maker
Porter and Ale-merchant,"Porter merchant,Ale merchant",Merchant
"Porter, Messenger, and Errand-boy","Porter,Messenger,Errand boy,Errand girl","Porter,Messenger,Errand boy,Errand girl"
Potatoe-dealer and Merchant,"Potatoe dealer,Potatoe merchant,Potato dealer,Potato merchant,Dealer in potatoes","Dealer,Merchant"
"Pottery, China and Earthenware Manufacture (all branches)","Pottery manufacturer, China manufacturer,Earthenware manufacturer",Manufacturer
Poulterer and Game-dealer,"Poulterer,Game dealer,Dealer in game","Poulterer,Dealer"
Press worker,Press worker,Press worker
Press-maker,"Press maker,Maker of presses",Maker
Print colourer,Print colourer,Colourer
Print-seller,Print seller,Seller
Printer,Printer,Printer
"Printer, Copper-plate",Copper plate printer,Printer
"Printer, Cotton and Calico","Cotton printer,Calico printer",Printer
"Printer, Silk",Silk printer,Printer
"Printer, Woollen",Woollen printer,Printer
Provision-curer,Provision curer,Curer
Provision-dealer,"Provision dealer,Dealer in provisions",Dealer
Pump-maker,"Pump maker,Maker of pumps",Maker
Purse-maker,"Purse maker,Maker of purses",Maker
Quarrier (branch not specified),Quarrier,Quarrier
"Quarrier, Limestone",Limestone quarrier,Quarrier
"Quarrier, Slate",Slate quarrier,Quarrier
"Quarrier, Spar",Spar quarrier,Quarrier
"Quarrier, Stone",Stone quarrier,Quarrier
Quarry Agent,Quarry agent,Quarry agent
Quarry-owner,Quarry owner,Owner
Quill-cutter,Quill cutter,Cutter
Quill-merchant,Quill merchant,Merchant
Quilter and Quilt-maker,"Quilter,Quilt maker,Maker of quilts","Quilter,Maker"
Rack-maker,"Rack maker,Maker of racks",Maker
"Rag-cutter, Dealer, and Gatherer","Rag cutter,Rag dealer,Rag gatherer,Dealer in rags","Cutter,Dealer,Gatherer"
Railway Agent and Contractor,"Railway agent,Railway contractor","Railway agent,Railway contractor"
Railway Service (exclusive of Clerks and Engineers),"Railway worker,Railway labourer","Railway worker,Railway labourer"
Razor-case-maker,"Razor case maker,Maker of razor cases",Maker
Razor-maker,"Razor maker,Maker of razors",Maker
Red-lead-maker,"Red lead maker,Maker of red lead",Maker
Reed Merchant,Reed merchant,Merchant
Reed-maker,"Reed maker,Maker of reeds",Maker
Reel-maker,"Reel maker,Maker of reels",Maker
Refiner (all branches),Refiner,Refiner
Register-office (Servants) Keeper,Register office keeper,Keeper
Respirator-maker,"Respirator maker,Maker of respirators",Maker
Ribbon-manufacture (all branches),Ribbon manufacturer,Manufacturer
Ribbon-merchant and Dealer,"Ribbon merchant,Ribbon dealer,Dealer in ribbon,Dealer in ribbons","Merchant,Dealer"
Rice miller and Merchant,"Rice miller,Rice merchant","Miller,Merchant"
Ring-maker and Turner,"Ring maker,Ring turner,Maker of rings","Maker,Turner"
Rivet-maker,"Rivet maker,Maker of rivets",Maker
Road Contractor,Road contractor,Contractor
Robe-maker,"Robe maker,Maker of robes",Maker
Roller-maker and Turner,"Roller maker,Roller turner,Maker of rollers","Maker,Turner"
Rope and Cord-spinner and Maker,"Rope spinner,Cord spinner,Rope maker,Cord maker,Maker of rope,Maker of cord","Spinner,Maker"
Rule-maker,"Rule maker,Maker of rules",Maker
Rush-dealer and Manufacturer,"Rush dealer,Rush manufacturer,Dealer in rushes","Dealer,Manufacturer"
Russia-merchant and Broker,"Russia merchant,Russia broker","Merchant,Broker"
Sack and Bag-dealer and Maker,"Sack dealer,Bag dealer,Sack maker,Bag maker,Dealer in sacks,Maker of sacks,Dealer in bags,Maker of bags","Dealer,Maker"
Saddle tree-maker,"Saddle tree maker,Maker of saddle trees",Maker
"Saddler, and Harness and Collar-maker","Saddler,Harness maker,Collar maker,Maker of harnesses,Maker of collars","Saddler,Maker"
"Sail, Sail-cloth, and Tarpaulin Manufacture","Sail manufacturer,Sail cloth manufacturer,Tarpaulin manufacturer",Manufacturer
Salesman and Saleswoman,"Salesman,Saleswoman","Salesman,Saleswoman"
Salt Agent,Salt agent,Agent
Salt Dealer and Merchant,"Salt dealer,Salt merchant,Dealer in salt","Dealer,Merchant"
Salt Manufacture (all branches),Salt manufacturer,Manufacturer
Salt Proprietor,Salt proprietor,Proprietor
Sand-merchant,Sand merchant,Merchant
Sauce and Pickle-maker,"Sauce maker,Pickle maker,Maker of sauce,Maker of sauces,Maker of pickles",Maker
Sawyer,Sawyer,Sawyer
Scagliola-maker,"Scagliola maker,Maker of scagliola",Maker
Scale-maker,"Scale maker,Maker of scales",Maker
Scavenger and Nightman,"Scavenger,Nightman","Scavenger,Nightman"
"Schoolmaster, Mistress, and Assistant; Tutor or Governess","Schoolmaster,Schoolmistress,School assistant,Tutor,Governess","Schoolmaster,Schoolmistress,School assistant,Tutor,Governess"
Scissor-maker,"Scissor maker,Maker of scissors",Maker
Screen-maker,"Screen maker,Maker of screens",Maker
Screw (Wood) Maker,"Wood screw maker,Maker of wood screws",Maker
Screw-cutter and Maker,"Screw cutter,Screw maker,Maker of screws","Cutter,Maker"
Scrivener,Scrivener,Scrivener
Sculptor,Sculptor,Sculptor
Scum-boiler,Scum boiler,Scum boiler
Scuttle-maker,"Scuttle maker,Maker of scuttles",Maker
Seal-maker and Polisher,"Seal maker,Seal polisher,Maker of seals","Maker,Polisher"
Sealing-wax-maker,"Sealing wax maker,Maker of sealing wax",Maker
Seaman (on shore),Seaman,Seaman
Seaman (Pilot),Pilot,Pilot
Seamstress and Seamster,"Seamstress,Seamster","Seamstress,Seamster"
Seedsman and Seed-merchant,"Seedsman,Seedswoamn,Seed merchant","Seedsman,Seedswoamn,Merchant"
"Servant, Domestic",Domestic servant,Servant
Shawl-manufacture (all branches),Shawl manufacturer,Manufacturer
Shawl-merchant and Dealer,"Shawl merchant,Shawl dealer,Dealer in shawls","Merchant,Dealer"
Shell-dealer,"Shell dealer,Dealer in shells",Dealer
Ship and Smack-owner,"Ship owner,Smack owner",Owner
Ship Breaker,Ship breaker,Ship breaker
"Ship Builder, Carpenter and Wright","Ship builder,Ship carpenter,Shipwright","Builder,Carpenter,Shipwright"
Ship Caulker,Ship caulker,Caulker
Ship Chandler,Ship chandler,Chandler
Ship Rigger,Ship rigger,Rigger
Ship Smith,Ship smith,Smith
Ship-agent and Broker,"Ship agent,Ship broker","Agent,Broker"
Shoe (Carpet and List) maker,"Carpet shoe maker,List shoe maker,Maker of carpet shoes,Maker of list shoes",Maker
Shop-keeper and General Dealer,"Shop keeper,General dealer","Keeper,Dealer"
Shot-dealer and Factor,"Shot dealer,Shot factor,Dealer in shot,Dealer in shots","Dealer,Factor"
Shot-maker,"Shot maker,Maker of shot",Maker
Shovel-maker,"Shovel maker,Maker of shovels",Maker
Shroud-maker,"Shroud maker,Maker of shrouds",Maker
Shuttle-maker,"Shuttle maker,Maker of shuttles",Maker
Sieve-maker,"Sieve maker,Maker of sieves",Maker
Silk Agent and Broker,"Silk agent,Silk broker","Agent,Broker"
Silk Manufacture (all branches),Silk manufacturer,Manufacturer
Silk Mercer,Silk mercer,Mercer
Silk Merchant,Silk merchant,Merchant
Sinker-maker,"Sinker maker,Maker of sinkers",Maker
Skate-maker,"Skate maker,Maker of skates",Maker
Skewer-maker,"Skewer maker,Maker of skewers",Maker
Skinner and Skin-dresser,"Skinner,Skin dresser","Skinner,Dresser"
Skylight and Sash-maker,"Skylight maker,Sash maker,Maker of skylights,Maker of sashes",Maker
Slate Agent and Merchant,"Slate agent,Slate merchant","Agent,Merchant"
Slate-manufacture,Slate manufacturer,Manufacturer
Slater,Slater,Slater
Slop-maker and Seller,"Slop maker,Slop seller,Maker of slop","Maker,Seller"
Small Ware-dealer,"Small ware dealer,Dealer in small wares",Dealer
Small-ware-manufacture (all branches),Small ware manufacturer,Manufacturer
Smelter (ore not specified),Smelter,Smelter
Smelting Agent,Smelting agent,Agent
Snuff and Tobacco-box-maker,"Snuff box maker,Tobacco box maker,Maker of snuff boxes,Maker of tobacco boxes",Maker
Snuffer-maker,"Snuffer maker,Maker of snuffers",Maker
Soap-boiler and Maker,"Soap boiler,Soap maker,Maker of soap","Soap boiler,Maker"
Soda-manufacture,Soda manufacturer,Manufacturer
"Spar-manufacturer, Cutter, and Turner","Spar manufacturer,Spar cutter,Spar turner","Manufacturer,Cutter,Turner"
Spectacle-maker,"Spectacle maker,Maker of spectacles",Maker
Spice-merchant,Spice merchant,Merchant
Spile-maker,"Spile maker,Maker of spiles",Maker
Spindle-maker,"Spindle maker,Maker of spindles",Maker
Spinner (branch not specified),Spinner,Spinner
Sponge-dealer and Merchant,"Sponge dealer,Sponge merchant,Dealer in sponges","Dealer,Merchant"
Spoon-maker,"Spoon maker,Maker of spoons",Maker
Spring (Door) maker,"Door spring maker,Maker of door springs",Maker
Spring (Secret) maker,"Secret spring maker,Maker of secret springs",Maker
Spring-maker,"Spring maker,Maker of springs",Maker
Spur-maker,"Spur maker,Maker of spurs",Maker
Stamp-maker,"Stamp maker,Maker of stamps",Maker
Starch-manufacture,Starch manufacturer,Manufacturer
Stationer,Stationer,Stationer
"Stationer, Law",Law stationer,Stationer
Stay and Corset-maker,"Stay maker,Corset maker,Maker of stays,Maker of corsets",Maker
Steel Merchant,Steel merchant,Merchant
Steel-worker,Steel worker,Steel worker
Steelyard-maker,"Steelyard maker,Maker of steelyards",Maker
Stenciller,Stenciller,Stenciller
Stereotype-founder,Stereotype founder,Stereotype founder
Stevedore,Stevedore,Stevedore
Steward (branch not specified),"Steward,Stewardess","Steward,Stewardess"
Steward and Stewardess (Ship),"Ship steward,Ship stewardess","Steward,Stewardess"
Stirrup-maker,"Stirrup maker,Maker of stirrups",Maker
Stock (Men's) maker,"Men's stock maker,Maker of men's stock",Maker
Stock-maker,"Stock maker,Maker of stock",Maker
Stone Agent,Stone agent,Agent
Stone merchant and Dealer,"Stone merchant,Stone dealer,Dealer in stone,Dealer in stones","Merchant,Dealer"
Store-keeper,Store keeper,Keeper
Straw Bonnet and Hat-maker,"Straw bonnet maker,Hat maker,Maker of straw bonnets,Maker of hats",Maker
Straw-plait Manufacture (all branches),Straw plait manufacturer,Manufacturer
"Straw-plait-dealer, Factor, and Merchant","Straw plait dealer,Straw plait factor,Straw plait merchant,Dealer in straw plait,Dealer in straw plaits","Dealer,Factor,Merchant"
Strop-maker,"Strop maker,Maker of strops",Maker
Stuff Manufacture (all branches),Stuff manufacturer,Manufacturer
"Sugar-baker, Boiler, and Refiner","Sugar baker,Sugar boiler,Sugar refiner","Baker,Sugar boiler,Refiner"
"Surgeon, Apothecary, and Medical Student","Surgeon,Apothecary,Medical student","Surgeon,Apothecary,Medical student"
Surgical Insturment-maker,"Surgical insturment maker,Maker of surgical instruments",Maker
Surveyor (all branches),Surveyor,Surveyor
Swivel-maker,"Swivel maker,Maker of swivels",Maker
Sword Cutler and Maker,"Sword cutler,Sword maker,Maker of swords","Cutler,Maker"
Tag-maker and Dealer,"Tag maker,Tag dealer,Dealer in tags,Maker of tags","Maker,Dealer"
Tailor and Breeches-maker,"Tailor,Breeches maker,Maker of breeches",Maker
Tallow and Wax Chandler,"Tallow chandler,Wax chandler",Chandler
Tank-maker,"Tank maker,Maker of tanks",Maker
Tanner,Tanner,Tanner
Tape-manufacture (all branches),Tape manufacturer,Manufacturer
Tar and Rosin maker,"Tar maker,Rosin maker,Maker of tar,Maker of rosin",Maker
Tassel-maker,"Tassel maker,Maker of tassels",Maker
Tavern Beer-shop-keeper,Beer shop keeper,Keeper
Tavern Hotel and Inn-keeper,"Tavern keeper,Hotel keeper,Inn keeper",Keeper
Tavern Publican and Victualler,"Publican,Victualler","Publican,Victualler"
Tavern Spirit-merchant,Spirit merchant,Merchant
Tea and Coffee Pot-maker,"Tea pot maker,Coffee pot maker,Maker of tea pots,Maker of coffee pots",Maker
Tea-broker and Merchant,"Tea broker,Tea merchant","Broker,Merchant"
"Teacher or Professor, Belles Lettres","Belles Lettres teacher,Belles lettres professor,Professor of belles lettres","Teacher,Professor"
"Teacher or Professor, Dancing and Gymnastics","Dancing teacher,Dancing professor,Professor of dancing,Gymnastics teacher,Gymnastics professor,Professor of gymnastics","Teacher,Professor"
"Teacher or Professor, Languages","Language teacher,Language professor,Professor of languages","Teacher,Professor"
"Teacher or Professor, Mathematics","Mathematics teacher,Mathematics professor,Professor of mathematics","Teacher,Professor"
"Teacher or Professor, Miscellaneous","Teacher,Professor","Teacher,Professor"
"Teacher or Professor, Music and Singing","Music teacher,Music professor,Professor of music,Singing teacher,Singing professor,Professor of singing","Teacher,Professor"
"Teacher or Professor, Riding","Riding teacher,Professor of riding,Riding professor","Teacher,Professor"
Teazle Grower and Merchant,"Teazle grower,Teazle merchant","Grower,Merchant"
Tennis Court Keeper,Tennis court keeper,Keeper
Thatcher,Thatcher,Thatcher
Theatrical Property-maker,"Theatrical property maker,Maker of theatrical property",Maker
Thimble-maker,"Thimble maker,Maker of thimbles",Maker
Thread (Shoe) Maker and Winder,"Shoe thread maker,Shoe thread winder,Maker of shoe threads","Maker,Winder"
Thread-manufacture (all branches),Thread manufacturer,Manufacturer
Tiler,Tiler,Tiler
Tilt-maker,"Tilt maker,Maker of tilts",Maker
Timber Agent and Broker,"Timber agent,Timber broker","Agent,Broker"
Timber Bender,Timber bender,Timber bender
Timber-merchant and Dealer,"Timber merchant,Timber dealer,Dealer in timber","Merchant,Dealer"
Tin Foil-maker,"Tin foil maker,Maker of tin foil",Maker
Tin Manufacture (all branches),Tin manufacturer,Manufacturer
Tin-dealer and Agent,"Tin dealer,Tin agent,Dealer in tin","Dealer,Agent"
Tin-plate-worker and Tinman,"Tin plate worker,Tinman","Tin plate worker,Tinman"
Tip-maker,"Tip maker,Maker of tips",Maker
Tobacconist and Tobacco and Snuff Manufacture (all branches),"Tobacconist,Tobacco manufacturer,Snuff manufacturer","Tobacconist,Manufacturer"
Toll-collector,Toll collector,Toll collector
Toll-contractor,Toll contractor,Toll contractor
Tonbridge-ware Manufacture,Tonbridge ware manufacturer,Manufacturer
Tool-dealer and Maker (all branches),"Tool dealer,Tool maker,Dealer in tools,Maker of tools","Dealer,Maker"
Tortoiseshell-dealer and Worker,"Tortoiseshell dealer,Tortoiseshell worker,Dealer in tortoiseshell","Dealer,Tortoiseshell worker"
Toy-dealer and Maker,"Toy dealer,Toy maker,Dealer in toys,Maker of toys","Dealer,Maker"
Trap-maker,"Trap maker,Maker of traps",Maker
"Traveller, Commercial",Commercial traveller,Commercial traveller
Tray-maker,"Tray maker,Maker of trays",Maker
Treenail-maker,"Treenail maker,Maker of treenails",Maker
Trimming-dealer,"Trimming dealer,Dealer in trimming",Dealer
Trimming-maker,"Trimming maker,Maker of trimming,Maker of trimmings",Maker
Tripe-dealer and Dresser,"Tripe dealer,Tripe dresser,Dealer in tripe","Dealer,Dresser"
Trunk and Box-maker,"Trunk maker,Box maker,Maker of trunks,Maker of boxes",Maker
Truss maker,"Truss maker,Maker of trusses",Maker
Tube-maker,"Tube maker,Maker of tubes",Maker
"Turf-cutter, Dealer, and Merchant","Turf cutter,Turf dealer,Turf merchant,Dealer in turf","Cutter,Dealer,Merchant"
Turner,Turner,Turner
Turpentine-distiller and Maker,"Turpentine distiller,Turpentine maker,Maker of turpentine","Distiller,Maker"
Type-founder,Type founder,Type founder
"Umbrella, Parasol and Walking-stick Maker","Umbrella maker,Parasol maker,Walking stick maker,Maker of umbrellas,Maker of parasols,Maker of walking sticks",Maker
Undertaker,Undertaker,Undertaker
Urn-maker,"Urn maker,Maker of urns",Maker
Varnish-maker,"Varnish maker,Maker of varnish",Maker
Vellum-binder,Vellum binder,Binder
Ventriloquist,Ventriloquist,Ventriloquist
Vermin-destroyer,Vermin destroyer,Vermin destroyer
Vinegar-maker,"Vinegar maker,Maker of vinegar",Maker
Vitriol-manufacture,Vitriol manufacturer,Manufacturer
Wadding-maker,"Wadding maker,Maker of wadding",Maker
Wafer-maker,"Wafer maker,Maker of wafer",Maker
Warehouseman and Woman,"Warehouseman,Warehousewoman","Warehouseman,Warehousewoman"
Waste-dealer,"Waste dealer,Dealer in waste",Dealer
Water-carrier and Dealer,"Water carrier,Water dealer,Dealer in water","Water carrier,Dealer"
Water-gilder,Water gilder,Gilder
Water-works Service,Water works labourer,Water works labourer
Wax Merchant,Wax merchant,Merchant
Wax-modeller and Worker,"Wax modeller,Wax worker","Wax modeller,Wax worker"
Weaver (branch not specified),Weaver,Weaver
Weighing-machine-maker,"Weighing machine maker,Maker of weighing machines",Maker
Well-sinker,Well sinker,Well sinker
West India Agent and Merchant,"West India agent,West India merchant","Agent,Merchant"
Whalebone-merchant,Whalebone merchant,Merchant
Whalebone-worker,Whalebone worker,Whalebone worker
Wharfinger,Wharfinger,Wharfinger
Wheelwright,Wheelwright,Wheelwright
Whetstone-cutter and Maker,"Whetstone cutter,Whetstone maker,Maker of whetstone","Cutter,Maker"
Whip-maker,"Whip maker,Maker of whips",Maker
White-lead-maker,"White lead maker,Maker of white lead",Maker
Whitesmith,Whitesmith,Smith
Whiting Manufacture,Whiting manufacturer,Manufacturer
Willow-merchant,Willow merchant,Merchant
Willow-Weaver and Worker,"Willow weaver,Willow worker","Weaver,Willow worker"
Wine Agent and Merchant,"Wine agent,Wine merchant","Agent,Merchant"
Wine-cooper,Wine cooper,Cooper
Wire Merchant,Wire merchant,Merchant
Wire Rope-maker,"Wire rope maker,Maker of wire rope",Maker
